type,total_data,seed,foreign_mult,total_foreign_data,f1,recall,precision
C,5000,2,6.0,30000,0.7817469466917124,0.8613333333333333,0.7215189873417721
C,5000,3,6.0,30000,0.7899883227953681,0.8693333333333333,0.7293064876957495
C,5000,1,7.0,35000,0.7854799341679808,0.8604444444444445,0.7267267267267268
C,5000,2,7.0,35000,0.7825584518103175,0.864,0.7216035634743875
C,5000,3,7.0,35000,0.7735048386331116,0.8533333333333334,0.7137546468401487
C,5000,1,8.0,40000,0.7846143803814956,0.8666666666666667,0.723293768545994
C,5000,2,8.0,40000,0.7849427458387439,0.8764444444444445,0.7202337472607743
C,5000,3,8.0,40000,0.7924590484095404,0.872,0.7315436241610739
C,5000,1,9.0,45000,0.8015587456812623,0.8595555555555555,0.7490317583268784
C,5000,2,9.0,45000,0.7854314864973697,0.8684444444444445,0.7237037037037037
C,5000,3,9.0,45000,0.7875175971811961,0.8666666666666667,0.727069351230425
C,5000,1,10.0,50000,0.7932876699324067,0.872,0.7326362957430919
C,5000,2,10.0,50000,0.7974433551641378,0.8657777777777778,0.7406844106463878
C,5000,3,10.0,50000,0.7974323682961557,0.8702222222222222,0.7388679245283019
B,7500,1,-1.0,7500,0.6393142550369301,0.952,0.5792320173066522
B,7500,2,-1.0,7500,0.6585922563833855,0.9493333333333334,0.5916897506925207
B,7500,3,-1.0,7500,0.6474646017510234,0.9511111111111111,0.584380120152922
A,7500,1,0.0,0,0.732397942234498,0.7937777777777778,0.6811594202898551
A,7500,2,0.0,0,0.7463973076756194,0.8071111111111111,0.6947207345065034
A,7500,3,0.0,0,0.736515968770254,0.7973333333333333,0.6852559205500381
C,7500,1,0.25,1875,0.7422733916939215,0.8071111111111111,0.689445709946849
C,7500,2,0.25,1875,0.7521519315178644,0.8186666666666667,0.6982562547384382
C,7500,3,0.25,1875,0.741864706782661,0.8053333333333333,0.6894977168949772
C,7500,1,0.5,3750,0.7451453401995138,0.8133333333333334,0.6910876132930514
C,7500,2,0.5,3750,0.7438910360726878,0.816,0.6886721680420105
C,7500,3,0.5,3750,0.7327937411784887,0.8,0.6797583081570997
C,7500,1,0.75,5625,0.7472086962299431,0.8142222222222222,0.6934140802422407
C,7500,2,0.75,5625,0.7550417330154804,0.8177777777777778,0.7022900763358778
C,7500,3,0.75,5625,0.778097380943301,0.8382222222222222,0.7253846153846154
C,7500,1,1.0,7500,0.7533682014928726,0.8248888888888889,0.6977443609022557
C,7500,2,1.0,7500,0.765701314739989,0.8417777777777777,0.7077727952167414
C,7500,3,1.0,7500,0.7640774205796628,0.8355555555555556,0.7078313253012049
C,7500,1,1.5,11250,0.7702474458038497,0.8435555555555555,0.7129977460555973
C,7500,2,1.5,11250,0.7620274319963116,0.8311111111111111,0.7067271352985639
C,7500,3,1.5,11250,0.7500480186887211,0.8257777777777778,0.6932835820895522
C,7500,1,2.0,15000,0.7813842567050491,0.8497777777777777,0.7253414264036419
C,7500,2,2.0,15000,0.7776545972335231,0.8524444444444444,0.719429857464366
C,7500,3,2.0,15000,0.7912708548552078,0.8568888888888889,0.7358778625954199
C,7500,1,3.0,22500,0.7772490768074192,0.8506666666666667,0.7195488721804512
C,7500,2,3.0,22500,0.7825761459528517,0.8613333333333333,0.7225950782997763
C,7500,3,3.0,22500,0.7896081010828442,0.8622222222222222,0.7315233785822021
C,7500,1,4.0,30000,0.787137746105343,0.8595555555555555,0.729260935143288
C,7500,2,4.0,30000,0.7829906191910314,0.8613333333333333,0.7231343283582089
